1835.0,9496
1642.0,587
1634.0,900
1627.0,8738
1622.0,4795
1605.0,4534
1596.0,8727
1591.0,2059
1588.0,4561
1577.0,5727
1573.0,1533
1572.0,8429
1571.0,6502
1569.0,6500
1567.0,9297
1557.0,6894
1557.0,9008
1551.0,9032
1547.0,4861
1540.0,3506
1530.0,7763
1527.0,2724
1522.0,3737
1521.0,4828
1517.0,2642
1515.0,6639
1514.0,2640
1514.0,10077
1499.0,4829
1494.0,6729
1486.0,8746
1476.0,10583
1471.0,9198
1469.0,3459
1461.0,3822
1450.0,5511
1448.0,9298
1442.0,10260
1439.0,7443
1407.0,5190
